               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 115,            0.048789,            0.069303,            0.024002,              0.6457,             0.49751,             0.54539,             0.34991,            0.044032,            0.049769,             0.01662,            0.006238,            0.006238,            0.006238
                 116,            0.048843,             0.06939,            0.023948,             0.64908,             0.49798,             0.54557,             0.34993,            0.044027,            0.049764,            0.016618,            0.006205,            0.006205,            0.006205
                 117,            0.048836,            0.069207,            0.023988,             0.64093,             0.50226,             0.54562,             0.35012,            0.044023,            0.049763,             0.01661,            0.006172,            0.006172,            0.006172
                 118,            0.048836,            0.069219,             0.02403,             0.64209,             0.50504,             0.54635,             0.35041,            0.044016,            0.049767,            0.016595,            0.006139,            0.006139,            0.006139
                 119,            0.048765,            0.069006,            0.023986,             0.64502,             0.50601,             0.54603,             0.35003,            0.044015,            0.049774,            0.016602,            0.006106,            0.006106,            0.006106
                 120,            0.048781,            0.069018,            0.023942,             0.64359,             0.50372,             0.54601,             0.34973,            0.044012,            0.049786,            0.016618,            0.006073,            0.006073,            0.006073
                 121,            0.048706,            0.069066,            0.023941,             0.64204,             0.50437,             0.54581,             0.35026,            0.044004,             0.04978,            0.016603,             0.00604,             0.00604,             0.00604
                 122,            0.048751,            0.069096,            0.023772,             0.63255,             0.50998,             0.54595,             0.35061,               0.044,            0.049766,            0.016597,            0.006007,            0.006007,            0.006007
                 123,            0.048684,             0.06918,            0.023796,             0.64132,             0.50814,             0.54699,             0.35121,               0.044,            0.049769,            0.016599,            0.005974,            0.005974,            0.005974
                 124,            0.048705,            0.069046,            0.023863,             0.63317,             0.51215,             0.54702,             0.35132,            0.043985,            0.049752,            0.016583,            0.005941,            0.005941,            0.005941
                 125,            0.048681,              0.0692,            0.023767,             0.62782,             0.51299,             0.54712,             0.35133,            0.043976,            0.049736,            0.016561,            0.005908,            0.005908,            0.005908
                 126,            0.048667,            0.068853,            0.023833,             0.62723,             0.51773,             0.54756,             0.35171,            0.043975,            0.049728,            0.016554,            0.005875,            0.005875,            0.005875
                 127,            0.048621,            0.069182,            0.023741,              0.6278,             0.51791,             0.54813,             0.35253,            0.043967,            0.049722,             0.01655,            0.005842,            0.005842,            0.005842
                 128,            0.048627,            0.068699,            0.023769,             0.62785,             0.51466,             0.54733,             0.35193,            0.043964,            0.049703,            0.016539,            0.005809,            0.005809,            0.005809
                 129,            0.048616,            0.069007,            0.023669,             0.63216,             0.51281,             0.54688,             0.35201,            0.043959,            0.049696,            0.016527,            0.005776,            0.005776,            0.005776
                 130,            0.048566,              0.0689,            0.023646,             0.63873,             0.51022,              0.5476,             0.35185,            0.043952,            0.049698,            0.016526,            0.005743,            0.005743,            0.005743
                 131,            0.048497,            0.068949,            0.023594,             0.63613,             0.50905,             0.54711,             0.35171,            0.043941,            0.049696,            0.016519,             0.00571,             0.00571,             0.00571
                 132,            0.048508,             0.06882,            0.023612,              0.6352,              0.5117,             0.54751,             0.35236,             0.04393,            0.049698,            0.016499,            0.005677,            0.005677,            0.005677
                 133,            0.048547,            0.068648,            0.023606,              0.6362,             0.51032,              0.5477,             0.35229,            0.043921,            0.049702,            0.016485,            0.005644,            0.005644,            0.005644
                 134,            0.048492,            0.068868,            0.023585,             0.63206,             0.51357,             0.54728,             0.35228,            0.043911,            0.049706,            0.016461,            0.005611,            0.005611,            0.005611
                 135,            0.048504,            0.068931,            0.023455,             0.63557,             0.51011,             0.54778,             0.35257,            0.043899,            0.049701,            0.016444,            0.005578,            0.005578,            0.005578
                 136,            0.048561,            0.068901,            0.023586,             0.63979,             0.51107,              0.5473,             0.35276,            0.043886,            0.049694,            0.016444,            0.005545,            0.005545,            0.005545
                 137,            0.048405,            0.068752,            0.023416,             0.64272,             0.51141,             0.54837,             0.35325,            0.043868,            0.049684,            0.016429,            0.005512,            0.005512,            0.005512
                 138,            0.048426,            0.068856,            0.023485,             0.64572,             0.50965,             0.54752,             0.35319,            0.043863,            0.049684,            0.016425,            0.005479,            0.005479,            0.005479
                 139,            0.048448,            0.068805,            0.023499,              0.6499,             0.50709,             0.54849,             0.35373,            0.043858,            0.049679,            0.016417,            0.005446,            0.005446,            0.005446
                 140,             0.04841,            0.068693,             0.02348,             0.64731,             0.50734,             0.54854,             0.35375,             0.04385,            0.049668,            0.016424,            0.005413,            0.005413,            0.005413
                 141,            0.048406,            0.068895,            0.023502,             0.64477,             0.50791,             0.54813,             0.35369,            0.043843,             0.04966,            0.016411,             0.00538,             0.00538,             0.00538
                 142,            0.048368,            0.069086,             0.02328,             0.64689,             0.50707,             0.54902,             0.35431,            0.043831,            0.049647,            0.016392,            0.005347,            0.005347,            0.005347
                 143,             0.04834,            0.068704,             0.02334,             0.65109,             0.50327,             0.54916,             0.35553,            0.043826,            0.049621,            0.016365,            0.005314,            0.005314,            0.005314
                 144,            0.048337,            0.068719,            0.023305,              0.6568,             0.50262,             0.54956,             0.35512,            0.043828,            0.049609,            0.016353,            0.005281,            0.005281,            0.005281
                 145,            0.048204,            0.068652,            0.023308,             0.65394,             0.50439,             0.55009,             0.35554,            0.043833,            0.049601,            0.016339,            0.005248,            0.005248,            0.005248
                 146,            0.048235,            0.068662,             0.02321,             0.65305,              0.5039,             0.55002,             0.35557,            0.043832,            0.049597,            0.016344,            0.005215,            0.005215,            0.005215
                 147,            0.048302,            0.068736,            0.023305,             0.65481,             0.50434,             0.55048,             0.35588,            0.043828,            0.049582,            0.016317,            0.005182,            0.005182,            0.005182
                 148,            0.048243,            0.068739,            0.023181,             0.65073,             0.50655,             0.55008,             0.35544,            0.043835,            0.049577,             0.01631,            0.005149,            0.005149,            0.005149
                 149,            0.048198,            0.068499,            0.023112,             0.64317,             0.51001,             0.54996,             0.35555,            0.043829,            0.049582,            0.016297,            0.005116,            0.005116,            0.005116
                 150,            0.048264,            0.068866,            0.023132,             0.64909,             0.50966,             0.55029,             0.35557,             0.04382,            0.049585,            0.016288,            0.005083,            0.005083,            0.005083
                 151,            0.048205,            0.068449,            0.023165,              0.6369,              0.5152,                0.55,             0.35511,            0.043809,            0.049577,            0.016284,             0.00505,             0.00505,             0.00505
                 152,            0.048147,            0.068585,            0.023079,             0.64605,             0.51179,             0.55053,             0.35587,            0.043792,            0.049571,             0.01629,            0.005017,            0.005017,            0.005017
                 153,            0.048134,            0.068593,            0.023033,             0.64703,             0.51084,             0.55042,             0.35655,            0.043784,            0.049571,            0.016289,            0.004984,            0.004984,            0.004984
                 154,            0.048131,            0.068389,            0.022988,             0.65016,             0.51006,             0.55088,             0.35621,             0.04378,            0.049569,            0.016286,            0.004951,            0.004951,            0.004951
                 155,            0.048095,            0.068455,            0.023006,             0.64669,             0.50991,             0.55053,             0.35634,            0.043769,            0.049561,            0.016296,            0.004918,            0.004918,            0.004918
                 156,            0.048114,            0.068299,            0.023068,             0.64407,             0.51212,             0.55085,             0.35672,            0.043756,            0.049558,            0.016289,            0.004885,            0.004885,            0.004885
                 157,            0.048071,            0.068399,            0.022937,              0.6428,             0.51104,              0.5511,             0.35704,            0.043746,            0.049551,            0.016263,            0.004852,            0.004852,            0.004852
                 158,            0.048051,            0.068384,            0.022946,             0.63711,             0.51372,              0.5507,              0.3569,            0.043737,             0.04954,            0.016246,            0.004819,            0.004819,            0.004819
                 159,            0.048018,            0.068637,            0.022913,             0.63261,             0.51562,             0.55077,             0.35683,            0.043722,            0.049532,             0.01624,            0.004786,            0.004786,            0.004786
                 160,            0.047984,            0.068456,            0.022871,             0.63645,              0.5146,             0.55009,             0.35607,            0.043721,            0.049527,            0.016242,            0.004753,            0.004753,            0.004753
                 161,            0.047982,            0.068383,            0.022874,             0.63149,              0.5175,             0.55106,              0.3564,            0.043719,            0.049523,            0.016235,             0.00472,             0.00472,             0.00472
                 162,            0.047976,             0.06818,            0.022919,             0.64164,             0.51131,             0.55139,             0.35642,            0.043713,            0.049517,            0.016235,            0.004687,            0.004687,            0.004687
